"wQrY9yuV24","How was your FMS, Delhi interview experience?","P1: Introduce yourself to the panel.
P1: P2 will now give you a topic for extempore.
P3: Two questions for you-
P3: Okay!
*Interrupted by P3.*
P3: Ramraj, We will give you a topic and you have 10 Secs to think about it
P3: Your topic is “IPR”.
P3: Times up.
P2: In which Quality are you working?
P2: Which no?
P3: Any field.
P1: introduce yourself
P3: Time up
P2:Why?
P1: You must have prepared for this interview.
P1: Who is the publisher ?
P1: Tell us what can we ask you?
P1: You must be reading also?
P2: Read it.
P2: Nothing else?
P2: What?
P2: That’s it.
P1: Do you even know what your topic is?
Let’s call them P1(F), P2(F) and P3(M).
P2: Do you know of any recent M&A in pharma industry?
P2: Why do you think M&A take place?
P2: Okay, now P1 will give you your extempore topic.
P1: You have to speak on the topic ‘Namaste’ for a minute.
P3 spoke for the first time after this and showed his sense of humour.
P3: Why MBA?
P3: Do you know of any financial ratio?
P3: Why?
P2:- Male
P3:- Male
Also P3 didn't ask me"
"wWUQoZWI24","What questions are asked in an NDA SSB interview?","viewing
getting
question
likely
read
stage
days
fav"
"wnBdgvQc24","What should be ideal answer to the question, ""Tell me about yourself""?","Talk about skill sets like analytical rigor, structured thinking and the like.
If you have work experience, reduce the part that talks about your undergrad
and start with your work experience and then talk about undergrad.
_PS : My first ever answer to this question 4 years ago started with ""I like
interview._
**Note:** \- it may be a chance interviewer can ask a question from my given
**Ideal answer to the question, ""Tell me about yourself""?**
interview.
While there are lot of ways to answer and many things to include in this
impression you put through this answer on the interviewer.
**Here is a smart and structured way to answer to this question, which is
experiences in X,Y and Z( eg analytics, team-work, coding, event organization,
**4.Last your Answer by telling the interviewers your 3 greatest
, if you are confident enough to answer tough questions related to it.
[etc.My](http://etc.my) hobbies includes writing answers on Quora, doing Yoga,
I think that an Ideal Answer should give the interviewer an overview of the
and extra-curricular activities), Work-ex and hobbies (highlighting
This way I would have given the interviewer enough stuff so that he/she can"
"wSWnibg525","What is the best answer for ""Why do you want to work for us?"" when asked in an interview?","job
answers
best
questions
sector
media
hours
statement
unique
relevant background
organiz"
"wHQabaD424","How can one justify a low CGPA during an interview?","-** Off campus drive of a MNC in Bangalore
**Interviewer-** Why should I hire you after seeing your low CGPA?
**Candidate-** My CGPA is **** just 6.02/10 and I am sure that it is less
than 85–90% of the people who came for this drive.
(Pauses for 2 sec and makes eye contact with the interviewer)
**Candidate** -There must be more than 5000 people who wrote the written test
for this opening.
Almost 1000–1200 were called today for further rounds after
clearing written test.
Out of 1200, almost 900 were eliminated after the Group Discussion.
Then top 300 went for Technical Interview and just 90 were selected in
Technical Interview for the HR Round.
Even with the baggage of poor CGPA, I did better than 98% of the interested
candidates.
I wish that if I am suitable for the job, my CGPA shouldn’t affect
your decision.
..however, that’s my opinion.
You’re the best judge.
May the best candidates get the job…
**Interviewer-** Impressive!
**Result- Selected**
_You can read my answer to interview questions on my Quora Blog- Career
Consultant._"
"wpl8bydA25","How should I prepare for a TCS interview?","**TR2:** (got happy as I tell him about **TCS blockchain project)**
about my interview in TCS.
interview.
**TCS Interview Questions** are probably first to be asked during Placement
So here are the top 50 Most probable TCS Interview Questions
After preparing with answers of above TCS Interview Questions, one can be sure
about his performance during TCS Interviews.
.#Tips, tricks for the question: How should I prepare for a TCS interview
Secret weapon: tell your career stories at your job interview**  
interview.
interviewing for.
You should always have some questions for your interviewer to demonstrate your
\+ Top 35 tips to prepare for your job interview: 35JobInterviewTips.blogspot
Most people see a job interview as a passive experience where they answer
Rather, see an interview as an opportunity to answer or
To improve how to answer questions in the interview, draft 5 points
prepare appropriately for questions the interview is likely to ask.
\+ Top 42 common interview questions with
interviewer why you want that job – including what interests you about it,
interview will not get you the job offer, but doing so will certainly give you
I remember the time when I have interview for TCS in 2016, HRs have rejected"
"wiPzjst224","What answer do civil service aspirants give when asked in an interview why they want to become an IAS officer?","Is it not like asking a medical aspirant why he or she wants to
The answer to a question as to why one wants to be an IAS officer, if at all
mindset about civil services or IAS.Tell this this to the interview panel very
During UPSC CSE Interview aspirants are often asked the question that why they
want to join civil services and by asking this question interviewer tries to
aspirants who do finally qualify for the exam answer this question in various
asking this question to the candidates who have interviewed before you, then
believe me it had already gone through the answers like I want to better serve
If your answer is something that is not
So, in my opinion if you are asked this question, answer them honestly even if
service and so you should not think what others have answered to this
This question can be asked for any services.
him and he answers like:
now if someone asks me do i want to be an ias officer i would many personal
answer
Ur answer should be humble enough to make the interview think that u are an"
"w7taEmFz24","How was your FMS, Delhi interview experience?","view_
score
engineering
cat
people
converting
sir
generation
dev"
"wqzNvoi124","What is the secret of people who always get job offers?","1. Before the interview I’d do as much research on the company and position as possible.
If I know someone inside the company I’d ask them about the company and about the role I was interviewing so I could ask some good questions.
Many people apply for jobs by sending resumes and cover letters to job portals
6.  **Prepare your career narrative.** When you do land the interview, have a good, short, narrative that weaves the story of your career path, and how working at company XYZ in position ABC is your next logical step.
8.  **Ask questions.** Let the hiring company guide the interview, but be sure to ask some questions that show you are interested and engaged.
Even if you decide during the interview that you don’t want the job, you want the offer.
* Always be interested to know more about the interviewer, his/her experience in the company and the company itself.
* Make sure you explain the interviewer why you’re interested in that particular role and why you’re interested to work for that particular company.
Going for a job interview is a very good opportunity that you have to
For more on hiring, job interviews and applications, here are some [**_good"
"wKj6ZgP632","What has your manager asked you to do that you outright refused to do?","To get parking passes at work, you have to sign something that specifically
had driven his wife’s car to work so he would either have to pay for parking
him directions for adding his wife’s car to his parking account, but he called
of issuing parking passes and said I couldn’t risk being fired and going to
One day our VP called me into his office and told me that I needed to start
The next day he called me in and said that I needed to change my attitude,
students to remove the old carpet (while paying more professional people to
Another way he tried to cut costs was that instead of having the new carpet
We can do it!”), I told him
I told him that I really didn’t have the time to do
break (like I said, the manager didn’t actually do anything like assist on the
were told by the hotel clerk that Mr. Big had called about four times.and that
“I need you to listen,” Mr. Big said.
“We need to know if it’s safe and..”
I will not do it.”
Then Mr. Big said, rather quietly, “I will call you later.”"
"wPz6f6c324","What is the best interview question you have ever used or heard?","Well after few EVERY INTERVIEW questions, one of the panel member,say I, shot
a question:
personal favorite questions to ask in interviews while initially recruiting
Question:
These are a Few questions asked in HR interview.
**Question ::1**
Interviewer said ""I shall either ask you ten easy questions or one really
""How"" the interviewer asked,
question!""
**Question::2**
**Question::3**
**Question::4**
**Question::5**
questions and their answers.
First question
**Interviewer** : a few other questions..
interviews question and their Answer ,who just surprised me.
_Question 1)_
_Question 2)_
** _Question 3)_**
_Question4)_
**Question5)**
Its my Favorite question and the answer of this shows the candidate’s
_In Personal interview Selection of BANks,SSC,or UPSC ,such question are
**Interview Question - “What are major mistakes of your life and how did you
I feel the best interview questions are those
The candidate was interviewing for a PM role in a customer facing team where he would have a lot of direct interactions and face time with the customers.
2. A lot of folks want to know what would be a good way to answer such a question.
Basically as an interviewer, I’m not interested in a single “right answer” for such questions.
What questions do they ask?"
"wTnJhrJ525","How do I ask the HR person by mail whether I am selected or not after a few days of interview?","If you know that window, and you think that your interview had gone really
well, you may like to write a soft, gentle mail to the recruiter (without
desire for knowing about the outcome of the interview.
Mail the HR again telling them that you had a great interview with them and
part of the company.
The HR will get back to you after you send them this mail if you're in or out
If you had received Interview call letter through mail for attending the
interview.
After few days of interview reply on the same mail asking ""Hey,
Hope everything is fine, I know its little early to ask but I was wondering if
sending something like this after my interviews.
This mail is
enjoyed your interviews thus far and would like to know if they had any
How far along are you in the interview process?
someone you just interviewed with or someone who has told you they will be
walking you through the interview process?
really mention that you are interested in what the company is doing.
HR and hiring teams like to know people are interested
the company that you might have missed before the interview and mention them"
"wCPj5NVK25","How do I draft a mail to HR asking for the interview status?","ve
interv"
"wHXtH3E824","What is the best way to learn algorithms? I want to prepare for a Google interview and I am willing to spend all of my free time learning.","**Coding** : You should know at least one programming language really well,
Also, I feel that Google interview is more than Algorithms and coding.
2. [Cracking The Coding Interview](http://www.amazon.in/Cracking-Coding-Interview-Laakmann-McDowell/dp/0984782869) \- More than Sufficient
In general, you would be interviewed on algorithms / data structures (and
*  **Step 1 : Algorithms** : Get this book — [Algorithm Design: Kleinberg / Tardos](https://www.amazon.com/Algorithm-Design-Kleinberg-Tardos/dp/9332518645/ref=sr_1_1?ie=UTF8&keywords=algorithm+design&qid=1484348492&sr=8-1).
I find **Java** to be the best as far as interviews are concerned — Object-oriented which helps write modular code more easily, has type-checking making reasoning about correctness of code easier (unlike Python), and has good libraries for data structures and for handling strings (unlike C++).
I found [Cracking the Coding Interview](https://www.amazon.ca/Cracking-Coding-Interview-Programming-Questions/dp/0984782850/ref=sr_1_1?ie=UTF8&keywords=cracking+the+coding+interview&qid=1484349263&s=books&sr=1-1) fairly good.
*  **Step 3 : System design** : Again, Cracking the Coding Interview has some good problems in this area.
*  **Step 4 : Interview questions** : At this stage, you will want to look at online resources, like [GeeksforGeeks](http://www.geeksforgeeks.org/) and [CareerCup](https://www.careercup.com/).
[1] [Practice Live Coding Interviews - For Free](http://www.pramp.com)
*  _Cracking The Coding Interview(CtCI) -_ [Buy Cracking the Coding Interview Book Online at Low Prices in India](http://www.amazon.in/Cracking-Coding-Interview-Laakmann-McDowell/dp/0984782850)
*  _Data Structures and Algorithms Made Easy -_ [Buy Data Structures and Algorithms Made Easy: Data Structures and Algorithmic Puzzles Book Online at Low Prices in India](http://www.amazon.in/dp/819324527X/ref=pd_lpo_sbs_dp_ss_2?pf_rd_i=0984782850&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=733112647&pf_rd_r=1Q238ZCGSX3Z4RJXSS6Z&pf_rd_s=lpo-top-stripe&pf_rd_t=201)"
"wuYZcA0D32","What should be ideal answer to the question, ""Tell me about yourself""?","Talk about skill sets like analytical rigor, structured thinking and the like.
If you have work experience, reduce the part that talks about your undergrad
and start with your work experience and then talk about undergrad.
_PS : My first ever answer to this question 4 years ago started with ""I like
interview._
**Note:** \- it may be a chance interviewer can ask a question from my given
**Ideal answer to the question, ""Tell me about yourself""?**
interview.
While there are lot of ways to answer and many things to include in this
impression you put through this answer on the interviewer.
**Here is a smart and structured way to answer to this question, which is
experiences in X,Y and Z( eg analytics, team-work, coding, event organization,
**4.Last your Answer by telling the interviewers your 3 greatest
, if you are confident enough to answer tough questions related to it.
[etc.My](http://etc.my) hobbies includes writing answers on Quora, doing Yoga,
I think that an Ideal Answer should give the interviewer an overview of the
and extra-curricular activities), Work-ex and hobbies (highlighting
This way I would have given the interviewer enough stuff so that he/she can"
"wltYrZI625","How much time does IBM take to release the offer letter once the candidate clears the PDM (final) round?","they say you got selected in final round, it is required to verify all your
offer depending upon requirements.
that HR is not delaying, they are only following the process.
Ideally they take 15–20 days for releasing the offer letter after your salary
Generating an offer requires various steps and
approval from HR side and times it gets delayed due to some approval.
particular domains and offer the letters accordingly.
Thank you for asking for an answer to your question,""[How much time does IBM
take to release the offer letter once the candidate clears the PDM (final)
round?](/How-much-time-does-IBM-take-to-release-the-offer-letter-once-the-
offer letter.
doesn't mean that you would get a offer letter.
might never get a offer letter or a rejection letter simply because the
Joining date and offer release date in [IBM](/topic/IBM-company-1) can be ASAP
Usually IBM takes 15 - 20 working days to release offer for laterals.
Ive attended interview in March(2016) second half, and got the offer in April
Overall it's 15–20 days to get the offer from IBM.
If it is a project specific hire, the offer letter is released within a week
specific project, you can expect the offer letter within 10–15 working days
time."
"wMdY4aZt32","What should I expect in a Software Engineer interview at Google and how should I prepare?","strategy.](https://www.youtube.com/watch?v=esqlehv73mg)
[ **Complete Process**](https://www.youtube.com/watch?v=esqlehv73mg)
questions.](https://www.youtube.com/watch?v=esqlehv73mg)
consists of 3-4 more rounds of interview.
.](https://www.youtube.com/watch?v=esqlehv73mg)
[ **How to Prepare??**](https://www.youtube.com/watch?v=esqlehv73mg)
interview questions.
the neat code is must.](https://www.youtube.com/watch?v=esqlehv73mg)
[System Design Interview : This is very important round of interview .
it.](https://www.youtube.com/watch?v=esqlehv73mg)
pass](https://www.youtube.com/watch?v=esqlehv73mg)
[ **What to Prepare??**](https://www.youtube.com/watch?v=esqlehv73mg)
Algorithms:**](https://www.youtube.com/watch?v=esqlehv73mg)
.](https://www.youtube.com/watch?v=esqlehv73mg)
important.](https://www.youtube.com/watch?v=esqlehv73mg)
practice in real time).**](https://www.youtube.com/watch?v=esqlehv73mg)
[ **System Design Interview**](https://www.youtube.com/watch?v=esqlehv73mg)
social media app.](https://www.youtube.com/watch?v=esqlehv73mg)
the technical design.](https://www.youtube.com/watch?v=esqlehv73mg)
cdn.](https://www.youtube.com/watch?v=esqlehv73mg)
link)](https://www.youtube.com/watch?v=esqlehv73mg)
[Complete video link:](https://www.youtube.com/watch?v=esqlehv73mg)
Amazon,Facebook,Google,Microsoft](https://www.youtube.com/watch?v=esqlehv73mg)
* You are given an string as input which represents a path.
* Given two sorted arrays (with repetitive elements) find the kth minimum number from both arrays.
* Given two linked lists both represent a number.
i.e if there are multiple paths with the sum equal to k then print the path with minimum number of nodes.
* Given an array, arrange the elements such that the number formed by concatenating the elements is highest.
`E.g.: input = [9, 93, 24, 6], the output should be: [9,93,6,24].
You have to print all possible combinations of a given number using the above information.
Google SE interview will depend on the level you are being interviewed at.
At this level, expect the same 4 or 5 onsite rounds, and two Systems Design"
"whKd21dU24","How do I prepare for an interview with one of the Big 4? (KPMG, EY, PWC, Deloitte)","the only thing that matters is answering the interviewer’s questions
[67 Big 4 Interview Questions (and how to answer them all) - Big 4 Career
interview.
Most people see a job interview as a passive experience where they answer
To improve how to answer questions in the interview, draft 5 points
prepare appropriately for questions the interview is likely to ask.
the interview.
interviewer.
interviewer.
**(c) Answering the Typical Interview Questions** -
* In these interviews, there may be questions whose answers you don't know.
The interviewers were
interview questions and answers, how to dress for the interview, how to follow
This preparation will help you be ready to answer job-specific interview
Before you go on a job interview, it's important to find out as much as you
answer interview questions about the company and to ask the interviewer
Take the time to practice answering interview questions you will probably be
asked during a job interview.
interview.
Review common job interview question and answers and think about how you will
for a job interview.
for an interview.
interview.
interviews.
interview.
before the interview.
During a job interview, listening is just as important as answering questions."
"wzaTYSmt32","Is practicing 500 programming questions on LeetCode, HackerEarth, etc, enough to prepare for a Google interview?","**Step 2 (Programming practice for algorithms and data structures)**
opinion you don’t need to solve so many problems to crack the interview.
Interviews](https://www.hiredintech.com/system-design/)
work as a practice interview before your goal companies.
3. Problem solving skills (and whiteboard practice).
questions like the above, you need to learn or revise data structure and
1. [Data Structures for Coding Interviews in Java: From Soup to Nuts](https://www.educative.io/collection/5642554087309312/5724822843686912)
2. [Data Structures for Coding Interviews in Python: From Soup to Nuts](https://www.educative.io/collection/5642554087309312/5634727314718720)
Problem Solving Skills (and whiteboard practice):**
Start practicing and solving coding problems.
Better yet, practice solving problems on a
There will be much more to your interview at Google than just the coding and
**You need to practice more than just solving problems.
your options for online mock coding interviews, like
* Make sure you can solve problems standing up, verbalizing what you’re doing and why, and writing up code on a white board.
* Make sure you’re comfortable being interviewed on the phone, and answering coding and technical questions over the phone or in an editor window and/or shared coding tool.
coding-questions-complete-guide-google-interview-
preparation?utm_campaign=quora&utm_medium=Is+practicing+500+programming+questions+on+LeetCode,+HackerEarth,+etc+enough+to+prepare+for+Google+interview?&utm_source=quora),
coding questions, all they do is to solve problems “with their minds”.
to speed when practicing coding questions?"
"w3X4VYTH32","How did you crack the software engineering interview at Google, Facebook, or Amazon?","Interview](https://www.amazon.com/Cracking-Coding-Interview-Programming-
before the interview doing practice problems.
1. [Cracking the Coding Interview](https://www.amazon.com/Cracking-Coding-Interview-Programming-Questions/dp/0984782850/ref=pd_lpo_sbs_14_img_0?_encoding=UTF8&psc=1&refRID=NZJ8BBZA030B3TDP5TC1)\- a great starter book with all the major concepts and practice problems ranging in difficulty
4. [CodeLab](https://codelab.interviewbit.com/) \- Facebook’s interview prep site — has timed practice tests
6. [Glassdoor](https://www.glassdoor.com/index.htm) \- has company-specific interview questions and reviews
I bought [CRACKING the CODING INTERVIEW](http://www.crackingthecodinginterview.com/) and casually did problems on [HackerRank](http://hackerank.com) and [LeetCode](http://leetcode.com)
6. About a month before and during my interviews I did a [LeetCode](http://leetcode.com) problem everyday, and once a week I practiced white board coding with someone else (who knows how to code).
Here’s a link for [**Classic Algorithms**](https://github.com/karan/Projects#classic-algorithms) **and**[ **Data Structures**](https://github.com/karan/Projects#data-structures) with projects to help you level up those skills and get interview ready.
7. You’re interviewer wants to see **3 key things in your code.** It should run fast, not take up more memory than it needs to and is stable and easy to maintain.
I’m sure there are 100 other answers on Quora alone that mention [Cracking the Coding Interview](https://www.amazon.com/Cracking-Coding-Interview-Programming-Questions/dp/0984782850/ref=pd_lpo_sbs_14_img_0?_encoding=UTF8&psc=1&refRID=KZJ4FK4YBNC4MB19DQEG) but I’m going to do it one more time because it’s just that good.
You will likely have at least one culture fit interview wherein they’ll ask you about previous experiences, projects you worked on and and people you collaborated with."
"wBKhBhz832","In a job interview, what's the best answer for this question ""What's your edge over the other applicants?""","level of experience is, this is the approach I would advise you to take:
I focus on **personality** after all, they may have the same level of
**experience** as you do, but they probably don't have the same kind of
personality _.._ Plug your personality based skills, for instance: your
**strong work ethic** – you get the job done whether it means staying putting
crisis..Try to point out any past experience regarding this.
with your will to do a good job.
Emphasise your **positive personality traits** , relevant to the job and
Well as I understand this is the job that's advertised:
'You're looking for X person with X years of experience in X, Y and Z' with X
I can do the job.
_[Demonstrating that you don't want to give a generic answer]_
The interviewer should smile back
have I know.
_[Demonstrating you know largely what others focus upon]_
We are going to laugh everyday we do this job.
And the job will still get done
to be here 10 hours a day _[Demonstrating you will work hard]._ I want to have
When you visit a website, you are of course observable by the site itself, but
Websites includ..."
"wZuvtBvU24","How was your IES/ESE 2016 interview experience?","( Chairman (C), Members (m1,m2,m3) )
m1: looks at chairman, and starts asking questions on thermal
m3: Few more questions related to Lubricant manufacturing
M3: **(I did not know 80% questions asked by M3 - he was a lubrication
mechanical which is more often than not the only thing asked in interviews -
Me: Yes sir, There are many breakers which works on magnetic effect of current
Chairman : I need your new photograph after the interview.
_(points the other member to ask further questions)_
Chairman : Do you want to try further or we can finish the interview?
Wished every member Good Evening and then Chairman asked me to
**Chairman** : Are you working somewhere?
**Aditya** : Yes Sir I am working in Intel Bangalore
**Aditya** : Sir, I did my M.
**Chairman was impressed by this answer and asked Member 1 to ask further
M1 and Chairman laughed on my answer.
**Now, Chairman pointed M2 to ask questions.**
**M2 didn’t asked any technical question.
Chairman asked M3 to ask questions now……
**Aditya** : Sir, in the interview I was asked about dependencies of
But Chairman asked me to leave as the interview was already
asked by M3.
M.P.).*/**
**Chairman** started the interview."
